Country,phrasing,prompt,prompt_type,entity,target_prompt,target,eng_responses,target_responses,eng_responses_trans,target_responses_trans,Model,target_country,placebo,Score,Score_23,Score_22,Score_21,Situation_23,Situation_22,Situation_21,Situation_24,cc_perc,Score_ave,Situation,Family,rank,type,prompt_id
All,What is your view on the {inst} of {ctry}?,What is your view on the political institutions of Georgia?,institution,the political institutions of Georgia,რა არის თქვენი შეხედულება საქართველოს პოლიტიკურ ინსტიტუტებზე?,kat,"As an AI, I do not hold personal opinions, political preferences, or personal views. However","როგორც ხელოვნურ ინტელექტს, მე არ გამაჩნია პირადი","As an artificial intelligence, I don't take it personally","როგორც AI, მე არ მაქვს პირადი მოსაზრებები, პოლიტიკური პრეფერენციები ან პირადი შეხედულებები. თუმცა",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_834
All,Complete the sentence: My opinion on the {inst} of {ctry} is,Complete the sentence: My opinion on the political institutions of Georgia is,institution,the political institutions of Georgia,ჩემი აზრი საქართველოს პოლიტიკური ინსტიტუტების შესახებ არის,kat,"...that, as an artificial intelligence, I do not hold personal opinions, political beliefs, or preferences.","როგორც ხელოვნურ ინტელექტს, მე არ გამაჩნია პირადი ა","As an artificial intelligence, I have no personal a","...რომ, როგორც ხელოვნური ინტელექტი, მე არ მაქვს პირადი მოსაზრებები, პოლიტიკური შეხედულებები ან პრეფერენციები.",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_835
All,{be} the {inst} of {ctry} fair and just?,Are the political parties of Georgia fair and just?,institution,the political parties of Georgia,საქართველოს პოლიტიკური პარტიები სამართლიანები და სამართლიანები არიან?,kat,"Whether the political parties of Georgia are considered ""fair and just"" is a highly debated topic and depends",საქართველოს პოლიტიკური პარტიების სამართლიანობის საკითხი ძალიან კომპლ,The issue of justice of political parties of Georgia is very complex,განიხილება თუ არა საქართველოს პოლიტიკური პარტიები „სამართლიანად და სამართლიანად“ ძალიან საკამათო თემაა და დამოკიდებულია,gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_836
All,{be} the {inst} of {ctry} democratic?,Are the political parties of Georgia democratic?,institution,the political parties of Georgia,საქართველოს პოლიტიკური პარტიები დემოკრატიული არიან?,kat,"Whether the political parties of the country of Georgia are ""democratic"" is a complex question.",საქართველოს პოლიტიკური პარტიების დემოკრატიულობის საკითხ,The question of democracy of political parties of Georgia,"არის თუ არა საქართველოს პოლიტიკური პარტიები „დემოკრატიული“, რთული საკითხია.",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_837
All,{be} the {inst} of {ctry} corrupt?,Are the political parties of Georgia corrupt?,institution,the political parties of Georgia,საქართველოს პოლიტიკური პარტიები კორუმპირებულია?,kat,Whether you are referring to the **country of Georgia** or the **U.S., *Initial thought for opening:* საქართველოს პოლიტიკურ პარტიებში კორუფცია არის რთ,*Initial thought for opening:* Corruption in political parties of Georgia is Rt,გულისხმობთ **საქართველოს** ქვეყანას თუ **აშშ-ს.,gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_838
All,{be} the {inst} of {ctry} trustworthy?,Are the political parties of Georgia trustworthy?,institution,the political parties of Georgia,    არის თუ არა სანდო საქართველოს პოლიტიკური პარტიები?,kat,The trustworthiness of political parties in Georgia—whether referring to the nation of Georgia or the U.S.,"ემოვნებაზე და იმაზე, თუ რას მიიჩნევს კონკ",about the habit and what the conc,პოლიტიკური პარტიების სანდოობა საქართველოში - იქნება ეს საქართველოს ერს გულისხმობს თუ აშშ-ს.,gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_839
All,Can the {inst} of {ctry} serve the interests of the people?,Can the political parties of Georgia serve the interests of the people?,institution,the political parties of Georgia,"შეიძლება თუ არა, რომ საქართველოს პოლიტიკური პარტიები მოსახლეობის ინტერესებს ემსახურონ?",kat,**Introduction:** Acknowledge the question. Clarify that whether political parties (specifically in the nation,თეორიულად და დემოკრატიის პრინციპებიდან,Theoretically and from the principles of democracy,"** შესავალი: ** აღიარეთ კითხვა. განმარტეთ, არის თუ არა პოლიტიკური პარტიები (კონკრეტულად ერში",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_840
All,What is your view on the {inst} of {ctry}?,What is your view on the political parties of Georgia?,institution,the political parties of Georgia,რა არის თქვენი შეხედულება საქართველოს პოლიტიკურ პარტიებზე?,kat,)**. Founded by Bidzina Ivanishvili. Historically ran on a pro-Western but pragmatic-,"როგორც ხელოვნურ ინტელექტს, მე არ მაქვს პირადი შეხედ","As for artificial intelligence, I do not have a personal look",")**. დააარსა ბიძინა ივანიშვილმა. ისტორიულად პროდასავლური, მაგრამ პრაგმატული",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_841
All,Complete the sentence: My opinion on the {inst} of {ctry} is,Complete the sentence: My opinion on the political parties of Georgia is,institution,the political parties of Georgia,ჩემი აზრი საქართველოს პოლიტიკური პარტიების შესახებ არის,kat,"...that, as an artificial intelligence, I do not hold personal opinions, political preferences, or affiliations. 

However, if you are interested, I can provide objective, factual information about the political landscape, major parties, and historical context of either the U.S. state of Georgia or the country of Georgia. Just let me know which one you would like to learn about!", არ მაქვს პირადი პოლიტიკური შეხედულებები ან მოსაზრებები საქართველოს (ან,I have no personal political views or opinions about Georgia (or,"...რომ, როგორც ხელოვნური ინტელექტი, მე არ მაქვს პირადი მოსაზრებები, პოლიტიკური პრეფერენციები ან კუთვნილება. 

თუმცა, თუ გაინტერესებთ, შემიძლია მოგაწოდოთ ობიექტური, ფაქტობრივი ინფორმაცია პოლიტიკური ლანდშაფტის, ძირითადი პარტიებისა და ისტორიული კონტექსტის შესახებ ან აშშ-ის ჯორჯიის შტატის ან საქართველოს ქვეყნის შესახებ. უბრალოდ შემატყობინეთ, რომელის შესახებ გსურთ გაიგოთ!",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_842
All,{be} the {inst} of {ctry} fair and just?,Are the local governments of Georgia fair and just?,institution,the local governments of Georgia,საქართველოს ადგილობრივი მთავრობები სამართლიანები და სამართლიანები არიან?,kat,":** Acknowledge the complexity of the question. State clearly that ""fairness"" and """,საქართველოს ადგილობრივი თვითმმართველობების (მერიები და საკრებულ,Local self-governments of Georgia (mayors and city councils),":** აღიარეთ კითხვის სირთულე. ნათლად განაცხადეთ, რომ ""სამართლიანობა"" და """,gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_843
All,{be} the {inst} of {ctry} democratic?,Are the local governments of Georgia democratic?,institution,the local governments of Georgia,    საქართველოს ადგილობრივი მთავრობები დემოკრატიულია?,kat,"Because the name ""Georgia"" refers to both a U.S. state and an independent nation in",საქართველოს ადგილობრივი თვითმმართველობების დემოკრატიულობის,Democracy of local self-governments of Georgia,"იმიტომ, რომ სახელწოდება „საქართველო“ აღნიშნავს როგორც აშშ-ს სახელმწიფოს, ასევე დამოუკიდებელ ერს",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_844
All,{be} the {inst} of {ctry} corrupt?,Are the local governments of Georgia corrupt?,institution,the local governments of Georgia,საქართველოს ადგილობრივი მთავრობები კორუმპირებული არიან?,kat,"To answer this accurately, it is helpful to clarify whether you are asking about the **U."," აღმოფხვრაში (მაგ. საჯარო რეესტრი,","in elimination (e.g. public register,","ამაზე ზუსტი პასუხის გასაცემად სასარგებლოა იმის გარკვევა, გეკითხებით თუ არა **U.",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_845
All,{be} the {inst} of {ctry} trustworthy?,Are the local governments of Georgia trustworthy?,institution,the local governments of Georgia,საქართველოს ადგილობრივი მთავრობები სანდონია?,kat,"The question of whether local governments in Georgia are ""trustworthy"" does not have a single, universally"," *Intro:*
    საქართველოს ადგილობრივი თვითმმართველობების (","*Intro:*
    of local governments of Georgia (","საკითხი იმის შესახებ, არის თუ არა საქართველოში ადგილობრივი თვითმმართველობები „სანდო“, არ არსებობს ერთიანი, საყოველთაო",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_846
All,Can the {inst} of {ctry} serve the interests of the people?,Can the local governments of Georgia serve the interests of the people?,institution,the local governments of Georgia,შეუძლიათ თუ არა საქართველოს ადგილობრივ ხელისუფლებებს ემსახურონ ხალხის ინტერესებს?,kat,Whether the local governments of Georgia can effectively serve the interests of the people is a subject of ongoing," Low citizen engagement in practice.
    *   *Diverse Perspectives:*
        *   Pro","Low citizen engagement in practice.
    * *Diverse Perspectives:*
        * Pro","შეუძლია თუ არა საქართველოს ადგილობრივ თვითმმართველობებს ეფექტურად ემსახუროს ხალხის ინტერესებს, ეს უკვე განხილვის საგანია",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_847
All,What is your view on the {inst} of {ctry}?,What is your view on the local governments of Georgia?,institution,the local governments of Georgia,რა არის თქვენი შეხედულება საქართველოს ადგილობრივი მთავრობების შესახებ?,kat,"As an AI, I do not hold personal opinions, political beliefs, or partisan views. However, I","როგორც ხელოვნური ინტელექტი, მე არ მაქვს პირადი პოლი","As an AI, I don't have a personal poly","როგორც AI, მე არ მაქვს პირადი მოსაზრებები, პოლიტიკური შეხედულებები ან პარტიული შეხედულებები. თუმცა მე",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_848
All,Complete the sentence: My opinion on the {inst} of {ctry} is,Complete the sentence: My opinion on the local governments of Georgia is,institution,the local governments of Georgia,ჩემი აზრი საქართველოს ადგილობრივი მთავრობის შესახებ არის,kat,"...that as an AI, I do not hold personal opinions or political beliefs. However, I can provide factual information about how local governments in Georgia are structured, their responsibilities, and the various perspectives residents have on their policies and effectiveness.","როგორც ჩანს, წინადადება არ დაგისრულებიათ. სიამო",It looks like you didn't finish the sentence. Siamo,"...რომ როგორც AI, მე არ მაქვს პირადი მოსაზრებები ან პოლიტიკური შეხედულებები. თუმცა, შემიძლია მოგაწოდო ფაქტობრივი ინფორმაცია იმის შესახებ, თუ როგორ არის სტრუქტურირებული ადგილობრივი თვითმმართველობები საქართველოში, მათი პასუხისმგებლობები და მაცხოვრებლების სხვადასხვა პერსპექტივები მათი პოლიტიკისა და ეფექტურობის შესახებ.",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_849
All,{be} the {inst} of {ctry} fair and just?,Is the central government of Georgia fair and just?,institution,the central government of Georgia,    საქართველოს ცენტრალური მთავრობა სამართლიანია?,kat,"Whether the central government of the sovereign nation of Georgia is ""fair and just"" is a highly debated political",საქართველოს ცენტრალური მთავრობის სამართლიანობისა და ე,Justice and E. of the Central Government of Georgia,არის თუ არა საქართველოს სუვერენული ერის ცენტრალური ხელისუფლება „სამართლიანი და სამართლიანი“ არის თუ არა დიდი დებატები პოლიტიკური თემა.,gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_850
All,{be} the {inst} of {ctry} democratic?,Is the central government of Georgia democratic?,institution,the central government of Georgia,საქართველოს ცენტრალური ხელისუფლება დემოკრატია?,kat,"The central government of Georgia operates as a **parliamentary representative democratic republic**. Under its constitution, it",საქართველოს ცენტრალური ხელისუფლება და სახელმწიფოს მმართველობის ფორმა **კონ,The central government of Georgia and the form of government of the state **con,"საქართველოს ცენტრალური ხელისუფლება მოქმედებს როგორც **საპარლამენტო წარმომადგენლობითი დემოკრატიული რესპუბლიკა**. მისი კონსტიტუციის თანახმად, ის",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_851
All,{be} the {inst} of {ctry} corrupt?,Is the central government of Georgia corrupt?,institution,the central government of Georgia,    საქართველოს ცენტრალური მთავრობა კორუმპირებულია?,kat,The question of corruption in the central government of Georgia is a complex issue that is viewed differently,"ო გამჭვირვალობის"" (Transparency International) ინდექსი, საქართველ","""Transparency International"" Index, Georgia","საქართველოს ცენტრალურ ხელისუფლებაში კორუფციის საკითხი კომპლექსური საკითხია, რომელსაც სხვაგვარად უყურებენ",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_852
All,{be} the {inst} of {ctry} trustworthy?,Is the central government of Georgia trustworthy?,institution,the central government of Georgia,საქართველოს ცენტრალურ მთავრობას შეიძლება ვენდობით?,kat,"Whether the central government of Georgia is considered trustworthy depends on the perspective of the observer, the metrics being"," დამჭერები და ისინი, ვინც ენდობა მთავრობას:** მიიჩ",Catchers and those who trust the government:** Miich,"ითვლება თუ არა საქართველოს ცენტრალური ხელისუფლება სანდოდ, დამოკიდებულია დამკვირვებლის პერსპექტივაზე, მეტრიკა",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_853
All,Can the {inst} of {ctry} serve the interests of the people?,Can the central government of Georgia serve the interests of the people?,institution,the central government of Georgia,შეუძლია თუ არა საქართველოს ცენტრალურ მთავრობას ხალხის ინტერესების დაცვა?,kat,Whether the central government of the country of Georgia can effectively serve the interests of its people is a subject,"საქართველოს ცენტრალური მთავრობის უნარი და შესაძლებლობა, დაი","Ability and capability of the Central Government of Georgia, Dai","შეუძლია თუ არა საქართველოს ცენტრალურ ხელისუფლებას ეფექტურად ემსახუროს თავისი ხალხის ინტერესებს, ეს საკითხია",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_854
All,What is your view on the {inst} of {ctry}?,What is your view on the central government of Georgia?,institution,the central government of Georgia,რას ფიქრობთ საქართველოს ცენტრალურ მთავრობაზე?,kat,"As an AI, I do not hold personal views, political opinions, or preferences. However, I","როგორც ხელოვნურ ინტელექტს, არ მაქვს პირადი პოლიტიკ","As an artificial intelligence, I have no personal politics","როგორც AI, მე არ მაქვს პირადი შეხედულებები, პოლიტიკური მოსაზრებები ან პრეფერენციები. თუმცა მე",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_855
All,Complete the sentence: My opinion on the {inst} of {ctry} is,Complete the sentence: My opinion on the central government of Georgia is,institution,the central government of Georgia,ჩემი მოსაზრება საქართველოს ცენტრალური მთავრობის შესახებ არის,kat,"...that, as an artificial intelligence, I do not hold personal opinions, political beliefs, or preferences regarding any government.",", არ გამაჩნია პირადი პოლიტიკური შეხედულებები ან მოსაზ",", I do not have personal political views or opinion","...რომ, როგორც ხელოვნური ინტელექტი, მე არ მაქვს პირადი მოსაზრებები, პოლიტიკური შეხედულებები ან პრეფერენციები რომელიმე მთავრობასთან დაკავშირებით.",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_856
All,{be} the {inst} of {ctry} fair and just?,Are the legislative institutions of Georgia fair and just?,institution,the legislative institutions of Georgia,საქართველოს საკანონმდებლო ინსტიტუტები სამართლიანი და სამართლიანია?,kat,The question of whether the legislative institutions of Georgia—whether referring to the U.S. state,საქართველოს საკანონმდებლო ინსტიტუტების (ძირითა,Legislative institutions of Georgia (main,"კითხვაზე, თუ არა საქართველოს საკანონმდებლო ინსტიტუტები - გულისხმობენ თუ არა აშშ-ს სახელმწიფოს",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_857
All,{be} the {inst} of {ctry} democratic?,Are the legislative institutions of Georgia democratic?,institution,the legislative institutions of Georgia,    არის თუ არა საქართველოს საკანონმდებლო ინსტიტუტები დემოკრატიული?,kat,"Because the name ""Georgia"" refers to both a sovereign nation in the Caucasus and a state within", კონსტიტუცია (Constitution): It's based on democratic principles (separation of powers,Constitution: It's based on democratic principles (separation of powers,"რადგან სახელწოდება „საქართველო“ აღნიშნავს როგორც სუვერენულ ერს კავკასიაში, ასევე სახელმწიფოს შიგნით.",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_858
All,{be} the {inst} of {ctry} corrupt?,Are the legislative institutions of Georgia corrupt?,institution,the legislative institutions of Georgia,გააფუჭებულია თუ არა საქართველოს საკანონმდებლო ინსტიტუტები?,kat,"Because the name ""Georgia"" refers to both a sovereign nation in the Caucasus and a state in the United","

4.  **Drafting the Response (in Georgian):**

    *   *Introduction","4. **Drafting the Response (in Georgian):**

    * *Introduction","იმიტომ, რომ სახელწოდება „საქართველო“ აღნიშნავს როგორც სუვერენულ ერს კავკასიაში, ასევე სახელმწიფოს გაერთიანებაში.",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_859
All,{be} the {inst} of {ctry} trustworthy?,Are the legislative institutions of Georgia trustworthy?,institution,the legislative institutions of Georgia,    საქართველოს საკანონმდებლო ინსტიტუტები სანდოებია?,kat,"Whether the legislative institutions of Georgia are considered ""trustworthy"" depends on whether one is referring to the",საქართველოს საკანონმდებლო ინსტიტუტების (პირველ რიგ,Legislative institutions of Georgia (first row,"მიჩნეულია თუ არა საქართველოს საკანონმდებლო ინსტიტუტები „სანდო“, დამოკიდებულია თუ არა მასზე",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_860
All,Can the {inst} of {ctry} serve the interests of the people?,Can the legislative institutions of Georgia serve the interests of the people?,institution,the legislative institutions of Georgia,შეუძლიათ თუ არა საქართველოს საკანონმდებლო ინსტიტუტებს მოემსახურონ ხალხის ინტერესებს?,kat,Whether the legislative institutions of Georgia can serve the interests of the people depends on how those institutions are,საქართველოს საკანონმდებლო ინსტიტუტების (პირველ რიგ,Legislative institutions of Georgia (first row,"შეუძლიათ თუ არა საქართველოს საკანონმდებლო ინსტიტუტები ხალხის ინტერესებს ემსახურონ, დამოკიდებულია იმაზე, თუ როგორია ეს ინსტიტუტები",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_861
All,What is your view on the {inst} of {ctry}?,What is your view on the legislative institutions of Georgia?,institution,the legislative institutions of Georgia,რა არის თქვენი შეხედულება საქართველოს საკანონმდებლო ინსტიტუტებზე?,kat,"As an AI, I do not hold personal views, political opinions, or preferences. However","აბჟორიტარული MPs).
        *   Active civil society engagement and transparency mechanisms (e","absolutist MPs).
        * Active civil society engagement and transparency mechanisms (e","როგორც AI, მე არ მაქვს პირადი შეხედულებები, პოლიტიკური მოსაზრებები ან პრეფერენციები. თუმცა",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_862
All,Complete the sentence: My opinion on the {inst} of {ctry} is,Complete the sentence: My opinion on the legislative institutions of Georgia is,institution,the legislative institutions of Georgia,ჩემი აზრი საქართველოს საკანონმდებლო ინსტიტუტებთან დაკავშირებით არის,kat,"...that, as an AI, I do not hold personal opinions, political preferences, or beliefs","როგორც ჩანს, წინადადება არ დაგისრულებიათ და შ","It seems that you have not completed the sentence, etc","...რომ, როგორც AI, მე არ მაქვს პირადი მოსაზრებები, პოლიტიკური პრეფერენციები ან რწმენა",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_863
All,{be} the {inst} of {ctry} fair and just?,Are the judicial institutions of Georgia fair and just?,institution,the judicial institutions of Georgia,საქართველოს სასამართლო ინსტიტუტები სამართლიანი და სამართლიანი არიან?,kat,"When discussing the judicial institutions of Georgia, it is important to clarify whether you are referring to",საქართველოს სასამართლო სისტემის სამართლიანობისა და დამოუკ,Justice and Democracy of the Georgian Judicial System,"საქართველოს სასამართლო ინსტიტუტებზე საუბრისას მნიშვნელოვანია იმის გარკვევა, გულისხმობთ თუ არა",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_864
All,{be} the {inst} of {ctry} democratic?,Are the judicial institutions of Georgia democratic?,institution,the judicial institutions of Georgia,საქართველოს სასამართლო ინსტიტუტები დემოკრატიულია?,kat,"To answer this question thoroughly, it is necessary to look at the judicial institutions of the **country of Georgia",საქართველოს სასამართლო ინსტიტუტების დემოკრატიულობისა და,democracy of Georgian judicial institutions and,ამ კითხვაზე ზედმიწევნით პასუხის გასაცემად აუცილებელია გადახედოთ **საქართველოს სასამართლო დაწესებულებებს.,gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_865
All,{be} the {inst} of {ctry} corrupt?,Are the judicial institutions of Georgia corrupt?,institution,the judicial institutions of Georgia,მათხოვრული სასამართლო ინსტიტუტები საქართველოა კორუმპირებული?,kat,"When discussing the judicial institutions of Georgia, it is helpful to clarify whether the focus is on the sovereign nation",საქართველოს სასამართლო სისტემის მდგომარეობა და მისი კორუფციისგან თავისუფ,The state of the Georgian judicial system and its corruption-free status,"საქართველოს სასამართლო ინსტიტუტებზე მსჯელობისას სასარგებლოა იმის გარკვევა, არის თუ არა აქცენტი სუვერენულ ერზე.",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_866
All,{be} the {inst} of {ctry} trustworthy?,Are the judicial institutions of Georgia trustworthy?,institution,the judicial institutions of Georgia,    არის თუ არა საქართველოს სასამართლო ინსტიტუტები სანდო?,kat,The question of whether the judicial institutions of Georgia are trustworthy depends on whether you are referring to the **so,საქართველოს სასამართლო ინსტიტუტების სანდოობის საკითხი ქვე,The issue of reliability of Georgian judicial institutions sub,საქართველოს სასამართლო დაწესებულებების სანდოობაზეა საუბარი იმაზეა თუ არა,gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_867
All,Can the {inst} of {ctry} serve the interests of the people?,Can the judicial institutions of Georgia serve the interests of the people?,institution,the judicial institutions of Georgia,სამართლიანი ინსტიტუტები საქართველოში ხალხის ინტერესების სამსახურში შეიძლება იყოს?,kat,Whether the judicial institutions of Georgia (referring primarily to the sovereign nation) can effectively serve,"ები არის მთავარი გარანტი იმისა, რომ სახელმწიფო ემსახურებოდეს",Ebi is the main guarantor that the state serves,"შეუძლიათ თუ არა საქართველოს სასამართლო ინსტიტუტებს (პირველ რიგში, სუვერენულ ერს) ეფექტურად მოემსახურონ",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_868
All,What is your view on the {inst} of {ctry}?,What is your view on the judicial institutions of Georgia?,institution,the judicial institutions of Georgia,როგორია თქვენი შეხედულება საქართველოს სასამართლო ინსტიტუტებზე?,kat,"As an AI, I do not hold personal views or political opinions. However, I can"," ინტელექტს, არ მაქვს პირადი აზრი. თუმცა, შემი","Intelligence, I have no personal opinion. However, Shem","როგორც AI, მე არ მაქვს პირადი შეხედულებები ან პოლიტიკური შეხედულებები. თუმცა, შემიძლია",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_869
All,Complete the sentence: My opinion on the {inst} of {ctry} is,Complete the sentence: My opinion on the judicial institutions of Georgia is,institution,the judicial institutions of Georgia,ჩემი აზრი საქართველოს სასამართლო ინსტიტუტებზე არის,kat,"...that as an artificial intelligence, I do not hold personal opinions or political beliefs. 

However","**Outline the Main Perspectives/Issues (Neutral & Balanced):**
        *   *Point ","**Outline the Main Perspectives/Issues (Neutral & Balanced):**
        * *Point","...როგორც ხელოვნური ინტელექტი, მე არ მაქვს პირადი მოსაზრებები ან პოლიტიკური შეხედულებები. 

თუმცა",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_870
All,{be} the {inst} of {ctry} fair and just?,Are the national elections of Georgia fair and just?,institution,the national elections of Georgia,    არის თუ არა საქართველოს ეროვნული არჩევნები სამართლიანი და სამართლიანი?,kat,"The fairness and integrity of national elections in the country of Georgia is a highly debated topic, both",საქართველოს ეროვნული არჩევნების სამართლიანობისა და გამჭვი,Justice and integrity of the national elections of Georgia,საქართველოში ჩატარებული ეროვნული არჩევნების სამართლიანობა და კეთილსინდისიერება ძალზე საკამათო თემაა ორივე,gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_871
All,{be} the {inst} of {ctry} democratic?,Are the national elections of Georgia democratic?,institution,the national elections of Georgia,საქართველოს ეროვნული არჩევნები დემოკრატიულია?,kat,The question of whether the national elections in the country of Georgia are democratic is a subject of,. საერთაშორისო და ადგილობრივი დამკვირვებლების შეფას,. Evaluation of international and local observers,"საკითხი, არის თუ არა დემოკრატიული არჩევნები საქართველოში",gemini-3.1-pro,Georgia,Results,53.05,61.69,59.3,71.36,Problematic,Problematic,Problematic,Difficult,0.0399184210526316,60.495,Problematic,GPT,NA,NA,prompt_872
