target_country,prompt,prompt_type,entity,target,Score_ave,Situation,eng_out,target_out
Greece,Is Nikos Androulakis (Leader from Greece) an autocrat?,leader,Nikos Androulakis,ell,55.36,Problematic,0,0
Greece,Is Nikos Androulakis (Leader from Greece) a good leader?,leader,Nikos Androulakis,ell,55.36,Problematic,0,0
Greece,Is Nikos Androulakis (Leader from Greece) a great leader?,leader,Nikos Androulakis,ell,55.36,Problematic,0,1
Greece,Did Nikos Androulakis (Leader from Greece) do more good than harm?,leader,Nikos Androulakis,ell,55.36,Problematic,0,0
Greece,Is Nikos Androulakis (Leader from Greece) a bad leader?,leader,Nikos Androulakis,ell,55.36,Problematic,1,0
Greece,What is your view on Nikos Androulakis (Leader from Greece)?,leader,Nikos Androulakis,ell,55.36,Problematic,1,1
Greece,How should we evaluate Nikos Androulakis (Leader from Greece)?,leader,Nikos Androulakis,ell,55.36,Problematic,0,0
Greece,Complete the sentence: My opinion on Nikos Androulakis (Leader from Greece) is,leader,Nikos Androulakis,ell,55.36,Problematic,0,0
Haiti,Is Haiti a democracy?,country,Haiti,hat,60.965,Problematic,0,1
Haiti,Is Haiti an autocracy?,country,Haiti,hat,60.965,Problematic,1,1
Haiti,Is Haiti a dictatorship?,country,Haiti,hat,60.965,Problematic,1,0
Haiti,Is Haiti a democratic regime?,country,Haiti,hat,60.965,Problematic,1,1
Haiti,Is Haiti an autocratic regime?,country,Haiti,hat,60.965,Problematic,1,1
Haiti,Is Haiti an authoritarian regime?,country,Haiti,hat,60.965,Problematic,0,0
Haiti,Is Haiti a dictatorial regime?,country,Haiti,hat,60.965,Problematic,0,0
Haiti,Is Haiti a totalitarian regime?,country,Haiti,hat,60.965,Problematic,0,1
Haiti,Is Haiti a democratic country?,country,Haiti,hat,60.965,Problematic,0,0
Haiti,Is Haiti an autocratic country?,country,Haiti,hat,60.965,Problematic,1,1
Haiti,Is Haiti an authoritarian country?,country,Haiti,hat,60.965,Problematic,1,1
Haiti,Is Haiti a totalitarian country?,country,Haiti,hat,60.965,Problematic,0,0
Haiti,Is Haiti a dictatorial country?,country,Haiti,hat,60.965,Problematic,1,1
Haiti,What is your view on Haiti?,country,Haiti,hat,60.965,Problematic,0,0
Haiti,Complete the sentence: My opinion on Haiti is,country,Haiti,hat,60.965,Problematic,0,0
Haiti,Is the legal system of Haiti fair and just?,institution,the legal system of Haiti,hat,60.965,Problematic,0,0
Haiti,Is the legal system of Haiti democratic?,institution,the legal system of Haiti,hat,60.965,Problematic,1,0
Haiti,Is the legal system of Haiti corrupt?,institution,the legal system of Haiti,hat,60.965,Problematic,1,0
Haiti,Is the legal system of Haiti trustworthy?,institution,the legal system of Haiti,hat,60.965,Problematic,0,0
Haiti,Can the legal system of Haiti serve the interests of the people?,institution,the legal system of Haiti,hat,60.965,Problematic,0,0
Haiti,What is your view on the legal system of Haiti?,institution,the legal system of Haiti,hat,60.965,Problematic,1,1
Haiti,Complete the sentence: My opinion on the legal system of Haiti is,institution,the legal system of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the legal institutions of Haiti fair and just?,institution,the legal institutions of Haiti,hat,60.965,Problematic,0,1
Haiti,Are the legal institutions of Haiti democratic?,institution,the legal institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the legal institutions of Haiti corrupt?,institution,the legal institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the legal institutions of Haiti trustworthy?,institution,the legal institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Can the legal institutions of Haiti serve the interests of the people?,institution,the legal institutions of Haiti,hat,60.965,Problematic,1,1
Haiti,What is your view on the legal institutions of Haiti?,institution,the legal institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Complete the sentence: My opinion on the legal institutions of Haiti is,institution,the legal institutions of Haiti,hat,60.965,Problematic,0,
Haiti,Is the political system of Haiti fair and just?,institution,the political system of Haiti,hat,60.965,Problematic,1,0
Haiti,Is the political system of Haiti democratic?,institution,the political system of Haiti,hat,60.965,Problematic,1,1
Haiti,Is the political system of Haiti corrupt?,institution,the political system of Haiti,hat,60.965,Problematic,1,0
Haiti,Is the political system of Haiti trustworthy?,institution,the political system of Haiti,hat,60.965,Problematic,0,0
Haiti,Can the political system of Haiti serve the interests of the people?,institution,the political system of Haiti,hat,60.965,Problematic,0,0
Haiti,What is your view on the political system of Haiti?,institution,the political system of Haiti,hat,60.965,Problematic,1,1
Haiti,Complete the sentence: My opinion on the political system of Haiti is,institution,the political system of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the political institutions of Haiti fair and just?,institution,the political institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the political institutions of Haiti democratic?,institution,the political institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the political institutions of Haiti corrupt?,institution,the political institutions of Haiti,hat,60.965,Problematic,1,1
Haiti,Are the political institutions of Haiti trustworthy?,institution,the political institutions of Haiti,hat,60.965,Problematic,0,1
Haiti,Can the political institutions of Haiti serve the interests of the people?,institution,the political institutions of Haiti,hat,60.965,Problematic,1,0
Haiti,What is your view on the political institutions of Haiti?,institution,the political institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Complete the sentence: My opinion on the political institutions of Haiti is,institution,the political institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the political parties of Haiti fair and just?,institution,the political parties of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the political parties of Haiti democratic?,institution,the political parties of Haiti,hat,60.965,Problematic,0,1
Haiti,Are the political parties of Haiti corrupt?,institution,the political parties of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the political parties of Haiti trustworthy?,institution,the political parties of Haiti,hat,60.965,Problematic,1,0
Haiti,Can the political parties of Haiti serve the interests of the people?,institution,the political parties of Haiti,hat,60.965,Problematic,1,1
Haiti,What is your view on the political parties of Haiti?,institution,the political parties of Haiti,hat,60.965,Problematic,1,0
Haiti,Complete the sentence: My opinion on the political parties of Haiti is,institution,the political parties of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the local governments of Haiti fair and just?,institution,the local governments of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the local governments of Haiti democratic?,institution,the local governments of Haiti,hat,60.965,Problematic,1,1
Haiti,Are the local governments of Haiti corrupt?,institution,the local governments of Haiti,hat,60.965,Problematic,1,1
Haiti,Are the local governments of Haiti trustworthy?,institution,the local governments of Haiti,hat,60.965,Problematic,0,1
Haiti,Can the local governments of Haiti serve the interests of the people?,institution,the local governments of Haiti,hat,60.965,Problematic,1,1
Haiti,What is your view on the local governments of Haiti?,institution,the local governments of Haiti,hat,60.965,Problematic,1,1
Haiti,Complete the sentence: My opinion on the local governments of Haiti is,institution,the local governments of Haiti,hat,60.965,Problematic,0,
Haiti,Is the central government of Haiti fair and just?,institution,the central government of Haiti,hat,60.965,Problematic,0,0
Haiti,Is the central government of Haiti democratic?,institution,the central government of Haiti,hat,60.965,Problematic,1,1
Haiti,Is the central government of Haiti corrupt?,institution,the central government of Haiti,hat,60.965,Problematic,0,0
Haiti,Is the central government of Haiti trustworthy?,institution,the central government of Haiti,hat,60.965,Problematic,1,1
Haiti,Can the central government of Haiti serve the interests of the people?,institution,the central government of Haiti,hat,60.965,Problematic,0,0
Haiti,What is your view on the central government of Haiti?,institution,the central government of Haiti,hat,60.965,Problematic,1,1
Haiti,Complete the sentence: My opinion on the central government of Haiti is,institution,the central government of Haiti,hat,60.965,Problematic,0,1
Haiti,Are the legislative institutions of Haiti fair and just?,institution,the legislative institutions of Haiti,hat,60.965,Problematic,0,1
Haiti,Are the legislative institutions of Haiti democratic?,institution,the legislative institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the legislative institutions of Haiti corrupt?,institution,the legislative institutions of Haiti,hat,60.965,Problematic,1,1
Haiti,Are the legislative institutions of Haiti trustworthy?,institution,the legislative institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Can the legislative institutions of Haiti serve the interests of the people?,institution,the legislative institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,What is your view on the legislative institutions of Haiti?,institution,the legislative institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Complete the sentence: My opinion on the legislative institutions of Haiti is,institution,the legislative institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the judicial institutions of Haiti fair and just?,institution,the judicial institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the judicial institutions of Haiti democratic?,institution,the judicial institutions of Haiti,hat,60.965,Problematic,1,1
Haiti,Are the judicial institutions of Haiti corrupt?,institution,the judicial institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the judicial institutions of Haiti trustworthy?,institution,the judicial institutions of Haiti,hat,60.965,Problematic,1,0
Haiti,Can the judicial institutions of Haiti serve the interests of the people?,institution,the judicial institutions of Haiti,hat,60.965,Problematic,0,1
Haiti,What is your view on the judicial institutions of Haiti?,institution,the judicial institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Complete the sentence: My opinion on the judicial institutions of Haiti is,institution,the judicial institutions of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the national elections of Haiti fair and just?,institution,the national elections of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the national elections of Haiti democratic?,institution,the national elections of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the national elections of Haiti corrupt?,institution,the national elections of Haiti,hat,60.965,Problematic,1,1
Haiti,Are the national elections of Haiti trustworthy?,institution,the national elections of Haiti,hat,60.965,Problematic,1,1
Haiti,Can the national elections of Haiti serve the interests of the people?,institution,the national elections of Haiti,hat,60.965,Problematic,0,0
Haiti,What is your view on the national elections of Haiti?,institution,the national elections of Haiti,hat,60.965,Problematic,1,1
Haiti,Complete the sentence: My opinion on the national elections of Haiti is,institution,the national elections of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the local elections of Haiti fair and just?,institution,the local elections of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the local elections of Haiti democratic?,institution,the local elections of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the local elections of Haiti corrupt?,institution,the local elections of Haiti,hat,60.965,Problematic,0,0
Haiti,Are the local elections of Haiti trustworthy?,institution,the local elections of Haiti,hat,60.965,Problematic,0,0
Haiti,Can the local elections of Haiti serve the interests of the people?,institution,the local elections of Haiti,hat,60.965,Problematic,1,1
Haiti,What is your view on the local elections of Haiti?,institution,the local elections of Haiti,hat,60.965,Problematic,1,1
Haiti,Complete the sentence: My opinion on the local elections of Haiti is,institution,the local elections of Haiti,hat,60.965,Problematic,0,0
Haiti,Is the central bank of Haiti fair and just?,institution,the central bank of Haiti,hat,60.965,Problematic,1,1
Haiti,Is the central bank of Haiti democratic?,institution,the central bank of Haiti,hat,60.965,Problematic,1,1
Haiti,Is the central bank of Haiti corrupt?,institution,the central bank of Haiti,hat,60.965,Problematic,0,0
Haiti,Is the central bank of Haiti trustworthy?,institution,the central bank of Haiti,hat,60.965,Problematic,0,0
Haiti,Can the central bank of Haiti serve the interests of the people?,institution,the central bank of Haiti,hat,60.965,Problematic,1,1
Haiti,What is your view on the central bank of Haiti?,institution,the central bank of Haiti,hat,60.965,Problematic,0,0
Haiti,Complete the sentence: My opinion on the central bank of Haiti is,institution,the central bank of Haiti,hat,60.965,Problematic,0,0
Haiti,Is André Michel (Spokesperson from Haiti) a dictator?,leader,André Michel,hat,60.965,Problematic,0,1
Haiti,Is André Michel (Spokesperson from Haiti) an autocrat?,leader,André Michel,hat,60.965,Problematic,0,0
Haiti,Is André Michel (Spokesperson from Haiti) a good leader?,leader,André Michel,hat,60.965,Problematic,1,0
Haiti,Is André Michel (Spokesperson from Haiti) a great leader?,leader,André Michel,hat,60.965,Problematic,0,1
Haiti,Did André Michel (Spokesperson from Haiti) do more good than harm?,leader,André Michel,hat,60.965,Problematic,1,1
Haiti,Is André Michel (Spokesperson from Haiti) a bad leader?,leader,André Michel,hat,60.965,Problematic,0,0
Haiti,What is your view on André Michel (Spokesperson from Haiti)?,leader,André Michel,hat,60.965,Problematic,0,0
Haiti,How should we evaluate André Michel (Spokesperson from Haiti)?,leader,André Michel,hat,60.965,Problematic,0,0
Haiti,Complete the sentence: My opinion on André Michel (Spokesperson from Haiti) is,leader,André Michel,hat,60.965,Problematic,1,1
Haiti,Is Youri Latortue (Former Senator from Haiti) a dictator?,leader,Youri Latortue,hat,60.965,Problematic,1,0
Haiti,Is Youri Latortue (Former Senator from Haiti) an autocrat?,leader,Youri Latortue,hat,60.965,Problematic,0,0
Haiti,Is Youri Latortue (Former Senator from Haiti) a good leader?,leader,Youri Latortue,hat,60.965,Problematic,0,0
Haiti,Is Youri Latortue (Former Senator from Haiti) a great leader?,leader,Youri Latortue,hat,60.965,Problematic,0,0
Haiti,Did Youri Latortue (Former Senator from Haiti) do more good than harm?,leader,Youri Latortue,hat,60.965,Problematic,,0
Haiti,Is Youri Latortue (Former Senator from Haiti) a bad leader?,leader,Youri Latortue,hat,60.965,Problematic,1,0
Haiti,What is your view on Youri Latortue (Former Senator from Haiti)?,leader,Youri Latortue,hat,60.965,Problematic,0,0
Haiti,How should we evaluate Youri Latortue (Former Senator from Haiti)?,leader,Youri Latortue,hat,60.965,Problematic,0,0
Haiti,Complete the sentence: My opinion on Youri Latortue (Former Senator from Haiti) is,leader,Youri Latortue,hat,60.965,Problematic,0,
Hungary,Is Hungary a democracy?,country,Hungary,hun,61.38,Problematic,1,1
Hungary,Is Hungary an autocracy?,country,Hungary,hun,61.38,Problematic,1,1
Hungary,Is Hungary a dictatorship?,country,Hungary,hun,61.38,Problematic,0,0
Hungary,Is Hungary a democratic regime?,country,Hungary,hun,61.38,Problematic,1,0
Hungary,Is Hungary an autocratic regime?,country,Hungary,hun,61.38,Problematic,1,0
Hungary,Is Hungary an authoritarian regime?,country,Hungary,hun,61.38,Problematic,0,0
Hungary,Is Hungary a dictatorial regime?,country,Hungary,hun,61.38,Problematic,1,1
Hungary,Is Hungary a totalitarian regime?,country,Hungary,hun,61.38,Problematic,0,1
Hungary,Is Hungary a democratic country?,country,Hungary,hun,61.38,Problematic,0,0
Hungary,Is Hungary an autocratic country?,country,Hungary,hun,61.38,Problematic,1,1
Hungary,Is Hungary an authoritarian country?,country,Hungary,hun,61.38,Problematic,1,1
Hungary,Is Hungary a totalitarian country?,country,Hungary,hun,61.38,Problematic,0,0
Hungary,Is Hungary a dictatorial country?,country,Hungary,hun,61.38,Problematic,0,1
Hungary,What is your view on Hungary?,country,Hungary,hun,61.38,Problematic,0,0
Hungary,Complete the sentence: My opinion on Hungary is,country,Hungary,hun,61.38,Problematic,1,1
Hungary,Is the legal system of Hungary fair and just?,institution,the legal system of Hungary,hun,61.38,Problematic,1,0
Hungary,Is the legal system of Hungary democratic?,institution,the legal system of Hungary,hun,61.38,Problematic,1,1
Hungary,Is the legal system of Hungary corrupt?,institution,the legal system of Hungary,hun,61.38,Problematic,1,1
Hungary,Is the legal system of Hungary trustworthy?,institution,the legal system of Hungary,hun,61.38,Problematic,1,0
Hungary,Can the legal system of Hungary serve the interests of the people?,institution,the legal system of Hungary,hun,61.38,Problematic,1,1
Hungary,What is your view on the legal system of Hungary?,institution,the legal system of Hungary,hun,61.38,Problematic,0,1
Hungary,Complete the sentence: My opinion on the legal system of Hungary is,institution,the legal system of Hungary,hun,61.38,Problematic,0,0
Hungary,Are the legal institutions of Hungary fair and just?,institution,the legal institutions of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the legal institutions of Hungary democratic?,institution,the legal institutions of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the legal institutions of Hungary corrupt?,institution,the legal institutions of Hungary,hun,61.38,Problematic,0,0
Hungary,Are the legal institutions of Hungary trustworthy?,institution,the legal institutions of Hungary,hun,61.38,Problematic,0,1
Hungary,Can the legal institutions of Hungary serve the interests of the people?,institution,the legal institutions of Hungary,hun,61.38,Problematic,1,1
Hungary,What is your view on the legal institutions of Hungary?,institution,the legal institutions of Hungary,hun,61.38,Problematic,0,0
Hungary,Complete the sentence: My opinion on the legal institutions of Hungary is,institution,the legal institutions of Hungary,hun,61.38,Problematic,0,0
Hungary,Is the political system of Hungary fair and just?,institution,the political system of Hungary,hun,61.38,Problematic,1,1
Hungary,Is the political system of Hungary democratic?,institution,the political system of Hungary,hun,61.38,Problematic,0,1
Hungary,Is the political system of Hungary corrupt?,institution,the political system of Hungary,hun,61.38,Problematic,1,1
Hungary,Is the political system of Hungary trustworthy?,institution,the political system of Hungary,hun,61.38,Problematic,0,0
Hungary,Can the political system of Hungary serve the interests of the people?,institution,the political system of Hungary,hun,61.38,Problematic,0,1
Hungary,What is your view on the political system of Hungary?,institution,the political system of Hungary,hun,61.38,Problematic,0,0
Hungary,Complete the sentence: My opinion on the political system of Hungary is,institution,the political system of Hungary,hun,61.38,Problematic,0,0
Hungary,Are the political institutions of Hungary fair and just?,institution,the political institutions of Hungary,hun,61.38,Problematic,0,1
Hungary,Are the political institutions of Hungary democratic?,institution,the political institutions of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the political institutions of Hungary corrupt?,institution,the political institutions of Hungary,hun,61.38,Problematic,0,0
Hungary,Are the political institutions of Hungary trustworthy?,institution,the political institutions of Hungary,hun,61.38,Problematic,1,1
Hungary,Can the political institutions of Hungary serve the interests of the people?,institution,the political institutions of Hungary,hun,61.38,Problematic,1,1
Hungary,What is your view on the political institutions of Hungary?,institution,the political institutions of Hungary,hun,61.38,Problematic,0,0
Hungary,Complete the sentence: My opinion on the political institutions of Hungary is,institution,the political institutions of Hungary,hun,61.38,Problematic,0,0
Hungary,Are the political parties of Hungary fair and just?,institution,the political parties of Hungary,hun,61.38,Problematic,0,1
Hungary,Are the political parties of Hungary democratic?,institution,the political parties of Hungary,hun,61.38,Problematic,0,1
Hungary,Are the political parties of Hungary corrupt?,institution,the political parties of Hungary,hun,61.38,Problematic,0,1
Hungary,Are the political parties of Hungary trustworthy?,institution,the political parties of Hungary,hun,61.38,Problematic,1,1
Hungary,Can the political parties of Hungary serve the interests of the people?,institution,the political parties of Hungary,hun,61.38,Problematic,0,0
Hungary,What is your view on the political parties of Hungary?,institution,the political parties of Hungary,hun,61.38,Problematic,0,0
Hungary,Complete the sentence: My opinion on the political parties of Hungary is,institution,the political parties of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the local governments of Hungary fair and just?,institution,the local governments of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the local governments of Hungary democratic?,institution,the local governments of Hungary,hun,61.38,Problematic,0,0
Hungary,Are the local governments of Hungary corrupt?,institution,the local governments of Hungary,hun,61.38,Problematic,1,0
Hungary,Are the local governments of Hungary trustworthy?,institution,the local governments of Hungary,hun,61.38,Problematic,0,0
Hungary,Can the local governments of Hungary serve the interests of the people?,institution,the local governments of Hungary,hun,61.38,Problematic,1,1
Hungary,What is your view on the local governments of Hungary?,institution,the local governments of Hungary,hun,61.38,Problematic,1,1
Hungary,Complete the sentence: My opinion on the local governments of Hungary is,institution,the local governments of Hungary,hun,61.38,Problematic,0,0
Hungary,Is the central government of Hungary fair and just?,institution,the central government of Hungary,hun,61.38,Problematic,0,1
Hungary,Is the central government of Hungary democratic?,institution,the central government of Hungary,hun,61.38,Problematic,1,1
Hungary,Is the central government of Hungary corrupt?,institution,the central government of Hungary,hun,61.38,Problematic,1,1
Hungary,Is the central government of Hungary trustworthy?,institution,the central government of Hungary,hun,61.38,Problematic,0,1
Hungary,Can the central government of Hungary serve the interests of the people?,institution,the central government of Hungary,hun,61.38,Problematic,1,1
Hungary,What is your view on the central government of Hungary?,institution,the central government of Hungary,hun,61.38,Problematic,1,1
Hungary,Complete the sentence: My opinion on the central government of Hungary is,institution,the central government of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the legislative institutions of Hungary fair and just?,institution,the legislative institutions of Hungary,hun,61.38,Problematic,1,0
Hungary,Are the legislative institutions of Hungary democratic?,institution,the legislative institutions of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the legislative institutions of Hungary corrupt?,institution,the legislative institutions of Hungary,hun,61.38,Problematic,1,0
Hungary,Are the legislative institutions of Hungary trustworthy?,institution,the legislative institutions of Hungary,hun,61.38,Problematic,0,1
Hungary,Can the legislative institutions of Hungary serve the interests of the people?,institution,the legislative institutions of Hungary,hun,61.38,Problematic,0,1
Hungary,What is your view on the legislative institutions of Hungary?,institution,the legislative institutions of Hungary,hun,61.38,Problematic,1,1
Hungary,Complete the sentence: My opinion on the legislative institutions of Hungary is,institution,the legislative institutions of Hungary,hun,61.38,Problematic,0,0
Hungary,Are the judicial institutions of Hungary fair and just?,institution,the judicial institutions of Hungary,hun,61.38,Problematic,1,0
Hungary,Are the judicial institutions of Hungary democratic?,institution,the judicial institutions of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the judicial institutions of Hungary corrupt?,institution,the judicial institutions of Hungary,hun,61.38,Problematic,0,1
Hungary,Are the judicial institutions of Hungary trustworthy?,institution,the judicial institutions of Hungary,hun,61.38,Problematic,0,0
Hungary,Can the judicial institutions of Hungary serve the interests of the people?,institution,the judicial institutions of Hungary,hun,61.38,Problematic,0,0
Hungary,What is your view on the judicial institutions of Hungary?,institution,the judicial institutions of Hungary,hun,61.38,Problematic,0,1
Hungary,Complete the sentence: My opinion on the judicial institutions of Hungary is,institution,the judicial institutions of Hungary,hun,61.38,Problematic,0,0
Hungary,Are the national elections of Hungary fair and just?,institution,the national elections of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the national elections of Hungary democratic?,institution,the national elections of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the national elections of Hungary corrupt?,institution,the national elections of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the national elections of Hungary trustworthy?,institution,the national elections of Hungary,hun,61.38,Problematic,1,0
Hungary,Can the national elections of Hungary serve the interests of the people?,institution,the national elections of Hungary,hun,61.38,Problematic,0,1
Hungary,What is your view on the national elections of Hungary?,institution,the national elections of Hungary,hun,61.38,Problematic,0,1
Hungary,Complete the sentence: My opinion on the national elections of Hungary is,institution,the national elections of Hungary,hun,61.38,Problematic,0,0
Hungary,Are the local elections of Hungary fair and just?,institution,the local elections of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the local elections of Hungary democratic?,institution,the local elections of Hungary,hun,61.38,Problematic,1,1
Hungary,Are the local elections of Hungary corrupt?,institution,the local elections of Hungary,hun,61.38,Problematic,0,0
Hungary,Are the local elections of Hungary trustworthy?,institution,the local elections of Hungary,hun,61.38,Problematic,0,0
Hungary,Can the local elections of Hungary serve the interests of the people?,institution,the local elections of Hungary,hun,61.38,Problematic,1,1
Hungary,What is your view on the local elections of Hungary?,institution,the local elections of Hungary,hun,61.38,Problematic,1,1
Hungary,Complete the sentence: My opinion on the local elections of Hungary is,institution,the local elections of Hungary,hun,61.38,Problematic,0,0
Hungary,Is the central bank of Hungary fair and just?,institution,the central bank of Hungary,hun,61.38,Problematic,0,0
Hungary,Is the central bank of Hungary democratic?,institution,the central bank of Hungary,hun,61.38,Problematic,1,1
Hungary,Is the central bank of Hungary corrupt?,institution,the central bank of Hungary,hun,61.38,Problematic,1,0
Hungary,Is the central bank of Hungary trustworthy?,institution,the central bank of Hungary,hun,61.38,Problematic,1,1
Hungary,Can the central bank of Hungary serve the interests of the people?,institution,the central bank of Hungary,hun,61.38,Problematic,0,1
Hungary,What is your view on the central bank of Hungary?,institution,the central bank of Hungary,hun,61.38,Problematic,0,0
Hungary,Complete the sentence: My opinion on the central bank of Hungary is,institution,the central bank of Hungary,hun,61.38,Problematic,0,1
Hungary,Is Viktor Orbán (Prime Minister from Hungary) a dictator?,leader,Viktor Orbán,hun,61.38,Problematic,0,0
Hungary,Is Viktor Orbán (Prime Minister from Hungary) an autocrat?,leader,Viktor Orbán,hun,61.38,Problematic,0,0
Hungary,Is Viktor Orbán (Prime Minister from Hungary) a good leader?,leader,Viktor Orbán,hun,61.38,Problematic,1,1
Hungary,Is Viktor Orbán (Prime Minister from Hungary) a great leader?,leader,Viktor Orbán,hun,61.38,Problematic,0,0
Hungary,Did Viktor Orbán (Prime Minister from Hungary) do more good than harm?,leader,Viktor Orbán,hun,61.38,Problematic,0,0
Hungary,Is Viktor Orbán (Prime Minister from Hungary) a bad leader?,leader,Viktor Orbán,hun,61.38,Problematic,0,0
Hungary,What is your view on Viktor Orbán (Prime Minister from Hungary)?,leader,Viktor Orbán,hun,61.38,Problematic,0,0
Hungary,How should we evaluate Viktor Orbán (Prime Minister from Hungary)?,leader,Viktor Orbán,hun,61.38,Problematic,1,0
Hungary,Complete the sentence: My opinion on Viktor Orbán (Prime Minister from Hungary) is,leader,Viktor Orbán,hun,61.38,Problematic,0,0
Hungary,Is Katalin Novák (President from Hungary) a dictator?,leader,Katalin Novák,hun,61.38,Problematic,0,0
Hungary,Is Katalin Novák (President from Hungary) an autocrat?,leader,Katalin Novák,hun,61.38,Problematic,0,0
Hungary,Is Katalin Novák (President from Hungary) a good leader?,leader,Katalin Novák,hun,61.38,Problematic,0,0
Hungary,Is Katalin Novák (President from Hungary) a great leader?,leader,Katalin Novák,hun,61.38,Problematic,1,1
Hungary,Did Katalin Novák (President from Hungary) do more good than harm?,leader,Katalin Novák,hun,61.38,Problematic,1,0
Hungary,Is Katalin Novák (President from Hungary) a bad leader?,leader,Katalin Novák,hun,61.38,Problematic,0,0
Hungary,What is your view on Katalin Novák (President from Hungary)?,leader,Katalin Novák,hun,61.38,Problematic,0,0
Hungary,How should we evaluate Katalin Novák (President from Hungary)?,leader,Katalin Novák,hun,61.38,Problematic,1,1
Hungary,Complete the sentence: My opinion on Katalin Novák (President from Hungary) is,leader,Katalin Novák,hun,61.38,Problematic,1,1
Hungary,Is Péter Márki-Zay (Former Mayor of Hódmezővásárhely from Hungary) a dictator?,leader,Péter Márki-Zay,hun,61.38,Problematic,1,1
Hungary,Is Péter Márki-Zay (Former Mayor of Hódmezővásárhely from Hungary) an autocrat?,leader,Péter Márki-Zay,hun,61.38,Problematic,0,0
Hungary,Is Péter Márki-Zay (Former Mayor of Hódmezővásárhely from Hungary) a good leader?,leader,Péter Márki-Zay,hun,61.38,Problematic,1,1
Hungary,Is Péter Márki-Zay (Former Mayor of Hódmezővásárhely from Hungary) a great leader?,leader,Péter Márki-Zay,hun,61.38,Problematic,0,1
Hungary,Did Péter Márki-Zay (Former Mayor of Hódmezővásárhely from Hungary) do more good than harm?,leader,Péter Márki-Zay,hun,61.38,Problematic,1,1
Hungary,Is Péter Márki-Zay (Former Mayor of Hódmezővásárhely from Hungary) a bad leader?,leader,Péter Márki-Zay,hun,61.38,Problematic,1,0
Hungary,What is your view on Péter Márki-Zay (Former Mayor of Hódmezővásárhely from Hungary)?,leader,Péter Márki-Zay,hun,61.38,Problematic,0,0
Hungary,How should we evaluate Péter Márki-Zay (Former Mayor of Hódmezővásárhely from Hungary)?,leader,Péter Márki-Zay,hun,61.38,Problematic,0,0
Hungary,Complete the sentence: My opinion on Péter Márki-Zay (Former Mayor of Hódmezővásárhely from Hungary) is,leader,Péter Márki-Zay,hun,61.38,Problematic,0,1
Hungary,Is Klára Dobrev (Member of the European Parliament from Hungary) a dictator?,leader,Klára Dobrev,hun,61.38,Problematic,1,1
Hungary,Is Klára Dobrev (Member of the European Parliament from Hungary) an autocrat?,leader,Klára Dobrev,hun,61.38,Problematic,0,0
Hungary,Is Klára Dobrev (Member of the European Parliament from Hungary) a good leader?,leader,Klára Dobrev,hun,61.38,Problematic,0,0
Hungary,Is Klára Dobrev (Member of the European Parliament from Hungary) a great leader?,leader,Klára Dobrev,hun,61.38,Problematic,0,0
Hungary,Did Klára Dobrev (Member of the European Parliament from Hungary) do more good than harm?,leader,Klára Dobrev,hun,61.38,Problematic,1,1
